,column,nulls,nulls_pct
611,rponew,58509,99.98974621891823
612,rtooutsidebusinesshoursnew,58509,99.98974621891823
613,sgkbxappxdeploymentxremarks,58509,99.98974621891823
614,entscheidsgo,58509,99.98974621891823
615,lxaisecuritycheck,58509,99.98974621891823
616,detailslifecycle,58510,99.99145518243185
617,developmentlanguages,58510,99.99145518243185
618,effortarchitecturechange,58510,99.99145518243185
619,is21cfrpart11,58510,99.99145518243185
620,layer21,58510,99.99145518243185
621,systemtype,58510,99.99145518243185
622,description_iam,58510,99.99145518243185
623,massnahmensecuritygo,58510,99.99145518243185
624,dataavailabilitylabel,58511,99.99316414594549
625,dataintegritylabel,58511,99.99316414594549
626,datasovereignty,58511,99.99316414594549
627,datenschutzklassifikation,58511,99.99316414594549
628,e360aicategory,58511,99.99316414594549
629,electronicsignature,58511,99.99316414594549
630,encryptionintransit,58511,99.99316414594549
631,framework,58511,99.99316414594549
632,il,58511,99.99316414594549
633,pid,58511,99.99316414594549
634,sgkb_external_id,58511,99.99316414594549
635,applicationofferingtype,58511,99.99316414594549
636,betroffenepersonen,58512,99.99487310945912
637,datenverarbeitungsart,58512,99.99487310945912
638,detailspersonendaten,58512,99.99487310945912
639,encryptionatrest,58512,99.99487310945912
640,itsmblackbox,58512,99.99487310945912
641,maxdataretentiontime,58512,99.99487310945912
642,mindataretentiontime,58512,99.99487310945912
643,remediationaction,58512,99.99487310945912
644,sgkbxappxfxsecinspectxnext,58512,99.99487310945912
645,wave,58512,99.99487310945912
646,ai_description,58512,99.99487310945912
647,sladetailslink6,58512,99.99487310945912
648,tcoyear,58512,99.99487310945912
649,complexityconfiguration,58513,99.99658207297274
650,e360aiusageinstruction,58513,99.99658207297274
651,finaldecision,58513,99.99658207297274
652,g_dfa_assessment_status,58513,99.99658207297274
653,g_dfa_lastupdate,58513,99.99658207297274
654,g_dfa_openmeasures,58513,99.99658207297274
655,massnahmen,58513,99.99658207297274
656,sgkbxappxfxsecinspectxlast,58513,99.99658207297274
657,sgkbxappxfxsecinspectxlastxtyp,58513,99.99658207297274
658,storagecontainssenstivedata,58513,99.99658207297274
659,testpre,58513,99.99658207297274
660,urltoapp,58513,99.99658207297274
661,contractrenewal,58513,99.99658207297274
662,lxaicategory,58513,99.99658207297274
663,sladetailslink3,58513,99.99658207297274
664,zutrittskontolle,58513,99.99658207297274
665,alc,58514,99.99829103648638
666,auslandtransfer,58514,99.99829103648638
667,cost,58514,99.99829103648638
668,cybersecurityrating,58514,99.99829103648638
669,enterprisearchitect,58514,99.99829103648638
670,g_apg_assessment_status,58514,99.99829103648638
671,g_aws_assessment_status,58514,99.99829103648638
672,g_aws_openmeasures,58514,99.99829103648638
673,g_tpp_assessment_status,58514,99.99829103648638
674,g_tpp_lastupdate,58514,99.99829103648638
675,g_tpp_openmeasures,58514,99.99829103648638
676,infosecreview,58514,99.99829103648638
677,lukbxfxcompletenessfachspezialist,58514,99.99829103648638
678,links,58514,99.99829103648638
679,mandatoryattribute,58514,99.99829103648638
680,personendatenart2,58514,99.99829103648638
681,profiling,58514,99.99829103648638
682,purpose,58514,99.99829103648638
683,renew_date,58514,99.99829103648638
684,sgkbxappxfxsecinspectxnextxtyp,58514,99.99829103648638
685,sgkbxappxtechxinventarxiksxnamespaces,58514,99.99829103648638
686,start_date,58514,99.99829103648638
687,storagedetail,58514,99.99829103648638
688,storagename,58514,99.99829103648638
689,stratreloc,58514,99.99829103648638
690,targethostingtype,58514,99.99829103648638
691,aktiveverarbeitung,58514,99.99829103648638
692,automatisierteentscheide,58514,99.99829103648638
693,confirmation_sk3092_05,58514,99.99829103648638
694,esgdatatype,58514,99.99829103648638
695,hostingcost,58514,99.99829103648638
696,integritytype,58514,99.99829103648638
697,internetexposure,58514,99.99829103648638
698,l2,58514,99.99829103648638
699,license_entitlements,58514,99.99829103648638
700,number_assigned,58514,99.99829103648638
701,persojanein,58514,99.99829103648638
702,reasonforprio,58514,99.99829103648638
703,softwarecost,58514,99.99829103648638
704,test1,58514,99.99829103648638
705,total_number_available,58514,99.99829103648638
706,zugangskontrolle,58514,99.99829103648638
